Sexo_p0082,Mismo_jefedehogar_p1011,Etnia_p103,Sisben_p104,Tiempo(meses)_viviendaactual_p105,Electricidad_p201a,Medidor_electricidad_p202a,Electricidad_cocina_p204a,Gas_Natural_p201b,Gas_pipeta_p201c,Acueducto_p201d,Red_aguapotablep_p202d,Agua_acueducto_alimentos_p204d,Alcantarillado_p201e,Alcantarillado_remunicipal_p202e,Servsanitario_redmunicipal_p204e,Basuras_pp201f,Basuras_recoleecmunicipal_p202f,recoleecmunicipal_unicomedio_p204f,Material_vivienda_p206,Cuartos_piezas_p207,Forma_tenencia_p208,#hogares_x_vivienda_p2092,Edad_promedio_xhogar,Personas_xhogar,Ing _Total_xhogar ,Prome_Montoempleo_xhogar_p308ma,Prome_Montoindepen_xhogar_p308mb,Prome_Montonegocio_xhogar_p308mc,Prome_Montoayudas_xhogar_p308md,Prome_Montocasional_xhogar_p308mf,Prome_Montopension_xhogarp308me,%personas_noing_xhogar,%personas_actprincipal_trabajar,%personas_actprincipal_buscartrabajo,%personas_actprincipal_estudiar,%personas_actprincipal_oficioshogar,%personas_actprincipal_Otrasactivi,%personas_actsecundaria_trabajar,%personas_actsecundaria_buscartrabajo,%personas_actsecundaria_estudiar,%personas_actsecundaria_oficioshogar,%personas_actsecundaria_Otrasactivi,%personas_segsocial,Prome_a�oseducacion_xhogar,Meses_en_el_trabajo*_p4032,Situaciones_trabajo_p406,Preocu_alimen_x_dinero_p413,Sinalimen_x_dinero_p414,Curso_form_trab_p416,Curso_obte_mant_trabajo_p417,trabajo_propio_p418,Maltrato intrafamiliar en la zona
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,35.00,4.00,400000.00,0.00,400000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.25,0.75,0.00,8.00,0.00,0.00,1.00,2.00,1.00,2.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,26.00,7.00,350000.00,0.00,300000.00,0.00,50000.00,0.00,0.00,0.71,0.14,0.00,0.14,0.29,0.00,0.00,0.00,0.00,0.00,0.57,0.14,3.00,240.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,36.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,63.00,3.00,370000.00,220000.00,0.00,0.00,150000.00,0.00,0.00,0.33,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,37.00,5.00,1300000.00,250000.00,400000.00,0.00,0.00,0.00,0.00,0.20,0.80,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,168.00,4.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,38.00,6.00,1366000.00,355333.33,0.00,0.00,150000.00,0.00,0.00,0.17,0.50,0.00,0.17,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.17,8.00,6.00,2.00,1.00,1.00,1.00,2.00,2.00,0.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,33.00,6.00,728000.00,0.00,314000.00,0.00,33333.33,0.00,0.00,0.17,0.33,0.00,0.50,0.17,0.00,0.00,0.17,0.00,0.00,0.83,0.00,4.00,168.00,3.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,7.00,1.00,48.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,34.00,2.00,600000.00,0.00,400000.00,0.00,200000.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,60.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,16.00,6.00,1200000.00,0.00,600000.00,0.00,600000.00,0.00,0.00,0.67,0.17,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.50,0.00,3.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,2.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,35.00,6.00,1235000.00,535000.00,165000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.83,0.17,8.00,0.00,0.00,2.00,2.00,2.00,0.00,1.00,0.00
1.00,1.00,1.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,22.00,4.00,1600000.00,600000.00,1000000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,7.00,120.00,4.00,2.00,2.00,2.00,0.00,1.00,0.00
1.00,2.00,7.00,4.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,30.00,4.00,898000.00,318000.00,290000.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.75,0.25,6.00,18.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,2.00,1.00,35.00,4.00,600000.00,0.00,600000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.50,0.25,0.00,0.00,0.00,0.25,0.75,0.00,5.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,7.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,34.00,2.00,800000.00,800000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,24.00,7.00,1200000.00,0.00,200000.00,0.00,0.00,1000000.00,0.00,0.71,0.14,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.43,0.29,4.00,576.00,4.00,1.00,2.00,2.00,0.00,1.00,1.00
2.00,1.00,4.00,1.00,60.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,42.00,3.00,648000.00,618000.00,30000.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.67,0.33,9.00,24.00,2.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,29.00,5.00,700000.00,700000.00,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.80,0.20,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,1.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,38.00,1.00,1200000.00,0.00,1200000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,120.00,4.00,2.00,2.00,2.00,0.00,1.00,1.00
1.00,1.00,2.00,1.00,84.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,32.00,2.00,2400000.00,0.00,1200000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,13.00,60.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,28.00,5.00,850000.00,650000.00,200000.00,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.40,0.20,0.00,0.00,0.00,0.00,0.20,0.80,0.20,11.00,300.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,1.00,2.00,3.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,16.00,2.00,400000.00,0.00,0.00,0.00,400000.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,96.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,30.00,3.00,1256000.00,628000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,7.00,72.00,2.00,1.00,1.00,1.00,1.00,2.00,0.00
1.00,1.00,2.00,2.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,28.00,4.00,200000.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.75,0.00,4.00,108.00,0.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,1.00,30.00,4.00,640000.00,0.00,500000.00,0.00,70000.00,0.00,0.00,0.25,0.25,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.50,0.25,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,7.00,6.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,33.00,3.00,1400000.00,700000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.33,0.67,10.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,19.00,4.00,225000.00,0.00,150000.00,0.00,75000.00,0.00,0.00,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,36.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,4.00,6.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,50.00,3.00,616000.00,616000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.33,0.33,0.33,7.00,6.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00
1.00,1.00,7.00,1.00,121.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,3.00,1.00,1.00,32.00,3.00,255000.00,0.00,180000.00,0.00,37500.00,0.00,0.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,180.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,11.00,7.00,618000.00,618000.00,0.00,0.00,0.00,0.00,0.00,0.86,0.14,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.29,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,1.00,18.00,6.00,650000.00,650000.00,0.00,0.00,0.00,0.00,0.00,0.83,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.17,0.33,0.17,5.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,0.00
1.00,1.00,2.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,33.00,5.00,700000.00,350000.00,0.00,0.00,0.00,0.00,0.00,0.60,0.40,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,4.00,96.00,4.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,3.00,1.00,26.00,1.00,190000.00,190000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,53.00,4.00,790000.00,395000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.75,0.25,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,2.00,1.00,84.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,37.00,3.00,1380000.00,0.00,690000.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,24.00,3.00,1.00,1.00,2.00,0.00,1.00,1.00
1.00,1.00,4.00,1.00,12.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,53.00,1.00,600000.00,0.00,0.00,600000.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,240.00,4.00,2.00,2.00,2.00,0.00,1.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,28.00,7.00,1980000.00,650000.00,650000.00,0.00,30000.00,0.00,0.00,0.43,0.43,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.14,0.86,0.14,8.00,168.00,3.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,2.00,4.00,1.00,8.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,41.00,3.00,1380000.00,690000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.67,0.33,5.00,24.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00
1.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,33.00,4.00,1110000.00,0.00,525000.00,0.00,60000.00,0.00,0.00,0.25,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,2.00,2.00,2.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,6.00,1.00,1.00,45.00,3.00,800000.00,800000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.67,0.33,13.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,60.00,2.00,170000.00,0.00,0.00,20000.00,150000.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,16.00,4.00,1.00,2.00,2.00,0.00,1.00,1.00
2.00,1.00,3.00,1.00,121.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,36.00,2.00,550000.00,275000.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,1.00,9.00,204.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00
1.00,2.00,6.00,1.00,64.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,29.00,3.00,610000.00,0.00,210000.00,0.00,400000.00,0.00,0.00,0.33,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,60.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,2.00,1.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,30.00,4.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.50,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.25,11.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,24.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,3.00,1.00,26.00,2.00,650000.00,650000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.50,15.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,2.00,1.00,44.00,3.00,1200000.00,1200000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.33,13.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,0.00
2.00,2.00,2.00,1.00,12.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,38.00,5.00,2138000.00,914000.00,0.00,0.00,310000.00,0.00,0.00,0.40,0.40,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,1.00,0.40,10.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,38.00,6.00,1850000.00,650000.00,600000.00,0.00,0.00,600000.00,0.00,0.50,0.33,0.17,0.17,0.17,0.00,0.00,0.17,0.00,0.00,0.50,0.33,8.00,0.00,0.00,2.00,2.00,2.00,0.00,1.00,1.00
2.00,1.00,4.00,2.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,14.00,4.00,240000.00,0.00,240000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,4.00,84.00,3.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,59.00,3.00,776000.00,616000.00,0.00,0.00,160000.00,0.00,0.00,0.33,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,0.33,7.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,3.00,1.00,60.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,1.00,2.00,1.00,41.00,4.00,675000.00,0.00,300000.00,0.00,75000.00,0.00,0.00,0.25,0.50,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,43.00,3.00,1100000.00,600000.00,250000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,7.00,240.00,4.00,2.00,2.00,2.00,0.00,1.00,1.00
1.00,2.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,40.00,4.00,1416000.00,616000.00,800000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.25,8.00,96.00,4.00,1.00,2.00,1.00,1.00,2.00,1.00
2.00,2.00,7.00,1.00,6.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,24.00,9.00,390000.00,0.00,75000.00,0.00,120000.00,0.00,0.00,0.67,0.22,0.22,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.56,0.00,3.00,12.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,37.00,6.00,2200000.00,1600000.00,400000.00,0.00,0.00,0.00,200000.00,0.50,0.50,0.00,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.83,0.17,9.00,360.00,4.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,55.00,4.00,1416000.00,0.00,400000.00,0.00,0.00,616000.00,0.00,0.25,0.50,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.75,0.25,9.00,36.00,3.00,2.00,2.00,1.00,1.00,1.00,0.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,30.00,4.00,650000.00,500000.00,0.00,0.00,150000.00,0.00,0.00,0.50,0.25,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.75,0.00,6.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,2.00,27.00,7.00,1000000.00,0.00,500000.00,0.00,0.00,0.00,0.00,0.71,0.29,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.14,0.43,0.29,5.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,2.00,4.00,2.00,7.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,26.00,4.00,830000.00,0.00,450000.00,0.00,380000.00,0.00,0.00,0.50,0.25,0.25,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.50,0.00,6.00,2.00,4.00,1.00,1.00,2.00,0.00,1.00,0.00
1.00,1.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,32.00,4.00,700000.00,0.00,275000.00,0.00,150000.00,0.00,0.00,0.50,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.00,6.00,600.00,4.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,1.00,3.00,1.00,122.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,77.00,2.00,300000.00,0.00,0.00,0.00,300000.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,1.00
1.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,63.00,3.00,750000.00,0.00,600000.00,0.00,150000.00,0.00,0.00,0.33,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.67,0.00,8.00,288.00,4.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,2.00,34.00,6.00,2160000.00,330000.00,600000.00,0.00,450000.00,0.00,0.00,0.17,0.50,0.00,0.17,0.33,0.00,0.00,0.00,0.00,0.33,0.67,0.00,8.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
